"41207100 - ODONTOLOGIA - D 
(Patos)",GRADUADO,28,36,44,28,0
,Total:,42,41,59,42,5
"13312110 - PEDAGOGIA (LIC) - M 
(Campina Grande)",CANCELADO NOVO INGRESSO MESMO CURSO,2,0,0,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,3,8,1,5,2
,CANCELAMENTO DE MATRICULA ,0,1,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,0,10,0,0
,CANCELAMENTO POR ABANDONO,1,5,1,1,0
,GRADUADO,17,10,1,16,0
,Total:,25,25,14,23,2
"13312210 - PEDAGOGIA (LIC) - N 
(Campina Grande)",CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,1,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,1,3,5,2,5
,CANCELAMENTO P/ MUDANCA CURSO,3,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,0,1,0
,CANCELAMENTO POR ABANDONO,2,1,4,0,0
,GRADUADO,9,1,7,4,0
,Total:,17,5,16,9,5
"21312110 - PEDAGOGIA (LICENCIATURA) - M 
(Cajazeiras)",CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,2,4,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,3,1,3
,CANCELAMENTO POR ABANDONO,3,4,2,7,0
,GRADUADO,34,3,14,6,0
,Total:,40,11,19,15,3
"21312210 - PEDAGOGIA (LICENCIATURA) - N 
(Cajazeiras)",CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,2,4,1,3
,,2018.1,2018.2,2019.1,2019.2,2020.1
"21312210 - PEDAGOGIA (LICENCIATURA) - N 
(Cajazeiras)",CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,1,0,2
,CANCELAMENTO POR ABANDONO,4,2,3,4,0
,GRADUADO,13,6,16,5,0
,Total:,18,10,24,10,5
"12208100 - PSICOLOGIA - D 
(Campina Grande)",CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,1,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,2,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,4,0,3,2,3
,CANCELAMENTO P/ SOLICITACAO ALUNO,10,0,3,2,2
,CANCELAMENTO POR ABANDONO,4,3,5,5,0
,Total:,18,5,11,10,5
"12208200 - PSICOLOGIA - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,2,2,1,2,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,1,1,0,0
,CANCELAMENTO POR ABANDONO,2,2,0,2,0
,GRADUADO,18,29,28,23,1
,Total:,25,34,30,27,1
"51109110 - QUÍMICA (LIC) - D 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,3,2,1,1,3
,CANCELADO NOVO INGRESSO MESMO CURSO,8,0,1,0,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,4,2,2,1,1
,CANCELADO REPROVOU TODAS POR FALTAS,2,1,2,0,1
,CANCELAMENTO DE MATRICULA ,2,0,0,0,2
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,1,3,2,2
,CANCELAMENTO POR ABANDONO,5,6,1,2,0
,GRADUADO,3,3,7,5,0
,Total:,30,15,17,12,12
,,2018.1,2018.2,2019.1,2019.2,2020.1
"21109210 - QUÍMICA (LIC) - N 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,1,0,1
,CANCELADO NOVO INGRESSO MESMO CURSO,3,0,0,0,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,1,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,3,2,9,3
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,1,1,3
,CANCELAMENTO POR ABANDONO,5,3,3,2,0
,GRADUADO,5,12,5,10,0
,Total:,14,18,13,22,9
"51109210 - QUÍMICA (LIC) - N 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,0,1,1,3
,CANCELADO NOVO INGRESSO MESMO CURSO,5,0,4,0,5
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,1,2,0,2
,CANCELADO REPROVOU TODAS POR FALTAS,1,0,3,3,5
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO P/ MUDANCA CURSO,1,0,0,2,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,0,1,0,0
,CANCELAMENTO POR ABANDONO,7,3,2,3,0
,GRADUADO,2,3,3,3,0
,Total:,22,7,16,12,16
"19109210 - QUÍMICA (LIC) - N (PARFOR) 
(Cajazeiras)",CANCELAMENTO POR ABANDONO,0,0,1,0,0
,GRADUADO,0,4,0,0,0
,Total:,0,4,1,0,0
"31340100 - SERVIÇO SOCIAL - M 
(Sousa)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,0,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,1,6,1,6,0
,CANCELAMENTO P/ MUDANCA CURSO,5,2,12,7,2
,CANCELAMENTO P/ SOLICITACAO ALUNO,5,2,3,2,3
,,2018.1,2018.2,2019.1,2019.2,2020.1
"31340100 - SERVIÇO SOCIAL - M 
(Sousa)",CANCELAMENTO POR ABANDONO,2,2,5,4,0
,GRADUADO,16,9,11,14,0
,Total:,31,21,32,33,7
"71420100 - TECNOLOGIA EM AGROECOLOGIA - D 
(Sumé)",CANCELADO NOVO INGRESSO MESMO CURSO,4,0,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,1,4,2,4,0
,CANCELAMENTO DE MATRICULA ,3,0,2,0,0
,CANCELAMENTO P/ MUDANCA CURSO,1,0,3,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,0,2,4
,CANCELAMENTO POR ABANDONO,2,8,5,6,0
,GRADUADO,5,8,1,7,0
,Total:,16,20,13,20,6
"71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N 
(Sumé)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,0,2,1
,CANCELADO NOVO INGRESSO MESMO CURSO,3,0,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,1,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,3,5,2,8,3
,CANCELAMENTO DE MATRICULA ,2,0,0,1,4
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,2,0,0
,CANCELAMENTO POR ABANDONO,6,7,1,5,0
,GRADUADO,11,9,17,20,0
,Total:,25,21,23,36,9
